text,tag
quiet,ADJ
central,ADJ
good,ADJ
low,ADJ
key,ADJ
good,ADJ
small,ADJ
basic,ADJ
individu,ADJ
edwardian,ADJ
fresh,ADJ
hot,ADJ
choic,ADJ
high,ADJ
top,ADJ
formal,ADJ
small,ADJ
smaller,ADJ
good,ADJ
fair,ADJ
select,ADJ
toiletri,ADJ
perfect,ADJ
major,ADJ
good,ADJ
good,ADJ
good,ADJ
first,ADJ
singl,ADJ
new,ADJ
bigger,ADJ
first,ADJ
backward,ADJ
lower,ADJ
first,ADJ
close,ADJ
din,ADJ
other,ADJ
sure,ADJ
clean,ADJ
light,ADJ
great,ADJ
light,ADJ
situat,ADJ
small,ADJ
perfect,ADJ
annoy,ADJ
dead,ADJ
nice,ADJ
good,ADJ
weird,ADJ
warm,ADJ
hot,ADJ
cold,ADJ
modern,ADJ
better,ADJ
nice,ADJ
thought,ADJ
overal,ADJ
good,ADJ
good,ADJ
close,ADJ
centr,ADJ
helpful,ADJ
small,ADJ
clean,ADJ
noisi,ADJ
great,ADJ
clean,ADJ
nice,ADJ
clean,ADJ
good,ADJ
front,ADJ
main,ADJ
good,ADJ
whole,ADJ
delux,ADJ
airshaft,ADJ
dummi,ADJ
poor,ADJ
whole,ADJ
upgrad,ADJ
front,ADJ
consid,ADJ
ungraci,ADJ
chocol,ADJ
chocol,ADJ
minibar,ADJ
great,ADJ
servic,ADJ
ideal,ADJ
small,ADJ
great,ADJ
small,ADJ
major,ADJ
good,ADJ
public,ADJ
good,ADJ
hard,ADJ
soft,ADJ
wrong,ADJ
open,ADJ
ceremoni,ADJ
good,ADJ
royal,ADJ
great,ADJ
quiet,ADJ
short,ADJ
ok,ADJ
pre,ADJ
wet,ADJ
withth,ADJ
newspap,ADJ
rememb,ADJ
soft,ADJ
pre,ADJ
high,ADJ
standard,ADJ
hot,ADJ
cold,ADJ
full,ADJ
worth,ADJ
extra,ADJ
servic,ADJ
busier,ADJ
last,ADJ
coffe,ADJ
neg,ADJ
good,ADJ
outdoor,ADJ
singl,ADJ
anoth,ADJ
second,ADJ
strong,ADJ
great,ADJ
next,ADJ
small,ADJ
european,ADJ
clean,ADJ
bright,ADJ
quiet,ADJ
good,ADJ
great,ADJ
sixth,ADJ
furnish,ADJ
smart,ADJ
special,ADJ
less,ADJ
charg,ADJ
extra,ADJ
total,ADJ
spend,ADJ
left,ADJ
best,ADJ
first,ADJ
toiletri,ADJ
good,ADJ
qualiti,ADJ
small,ADJ
short,ADJ
coffe,ADJ
worth,ADJ
shard,ADJ
biggest,ADJ
fast,ADJ
front,ADJ
mondrian,ADJ
next,ADJ
high,ADJ
servic,ADJ
clean,ADJ
clean,ADJ
upscal,ADJ
last,ADJ
riversid,ADJ
great,ADJ
good,ADJ
superior,ADJ
slightli,ADJ
big,ADJ
readi,ADJ
next,ADJ
morn,ADJ
overal,ADJ
first,ADJ
modern,ADJ
servic,ADJ
worth,ADJ
differ,ADJ
small,ADJ
small,ADJ
worth,ADJ
good,ADJ
small,ADJ
correct,ADJ
best,ADJ
easi,ADJ
cheap,ADJ
ideal,ADJ
small,ADJ
clean,ADJ
quiet,ADJ
hot,ADJ
hot,ADJ
free,ADJ
long,ADJ
overal,ADJ
good,ADJ
consist,ADJ
small,ADJ
free,ADJ
right,ADJ
special,ADJ
nice,ADJ
great,ADJ
great,ADJ
nice,ADJ
align,ADJ
cheap,ADJ
good,ADJ
great,ADJ
basic,ADJ
safe,ADJ
pleasant,ADJ
good,ADJ
small,ADJ
long,ADJ
next,ADJ
quiet,ADJ
nice,ADJ
quiet,ADJ
great,ADJ
possibl,ADJ
extra,ADJ
neg,ADJ
second,ADJ
normal,ADJ
mean,ADJ
good,ADJ
lancast,ADJ
underground,ADJ
crucial,ADJ
close,ADJ
great,ADJ
best,ADJ
clean,ADJ
cheap,ADJ
central,ADJ
good,ADJ
good,ADJ
close,ADJ
good,ADJ
select,ADJ
close,ADJ
pleasant,ADJ
clean,ADJ
coffe,ADJ
difficult,ADJ
top,ADJ
much,ADJ
experi,ADJ
worth,ADJ
junior,ADJ
decent,ADJ
good,ADJ
major,ADJ
free,ADJ
public,ADJ
huge,ADJ
huge,ADJ
good,ADJ
small,ADJ
open,ADJ
high,ADJ
quiet,ADJ
closer,ADJ
next,ADJ
nicer,ADJ
super,ADJ
great,ADJ
good,ADJ
actual,ADJ
total,ADJ
good,ADJ
young,ADJ
frantic,ADJ
morn,ADJ
moneyguess,ADJ
itin,ADJ
wrong,ADJ
slightli,ADJ
recent,ADJ
older,ADJ
small,ADJ
new,ADJ
huge,ADJ
small,ADJ
tabl,ADJ
twin,ADJ
main,ADJ
asleep,ADJ
nice,ADJ
english,ADJ
italian,ADJ
great,ADJ
rememb,ADJ
forev,ADJ
real,ADJ
hot,ADJ
long,ADJ
total,ADJ
small,ADJ
pet,ADJ
better,ADJ
somewher,ADJ
special,ADJ
bad,ADJ
big,ADJ
free,ADJ
nice,ADJ
long,ADJ
huge,ADJ
nice,ADJ
huge,ADJ
lower,ADJ
perfect,ADJ
clean,ADJ
great,ADJ
long,ADJ
good,ADJ
third,ADJ
good,ADJ
servic,ADJ
enough,ADJ
luggag,ADJ
main,ADJ
fresh,ADJ
great,ADJ
scallop,ADJ
grill,ADJ
main,ADJ
great,ADJ
great,ADJ
experi,ADJ
servic,ADJ
good,ADJ
nice,ADJ
perfect,ADJ
true,ADJ
classic,ADJ
rich,ADJ
rich,ADJ
rich,ADJ
full,ADJ
incred,ADJ
select,ADJ
serious,ADJ
neg,ADJ
tenfold,ADJ
overal,ADJ
cool,ADJ
great,ADJ
first,ADJ
great,ADJ
central,ADJ
cheaper,ADJ
rear,ADJ
neat,ADJ
hous,ADJ
quiet,ADJ
old,ADJ
clean,ADJ
tidi,ADJ
real,ADJ
quiet,ADJ
hot,ADJ
actual,ADJ
english,ADJ
english,ADJ
nice,ADJ
modern,ADJ
classic,ADJ
decent,ADJ
qualiti,ADJ
clean,ADJ
good,ADJ
english,ADJ
pastri,ADJ
close,ADJ
nice,ADJ
safe,ADJ
earli,ADJ
morn,ADJ
direct,ADJ
first,ADJ
second,ADJ
safe,ADJ
prior,ADJ
clear,ADJ
new,ADJ
next,ADJ
morn,ADJ
open,ADJ
close,ADJ
constantli,ADJ
big,ADJ
everi,ADJ
morn,ADJ
great,ADJ
nice,ADJ
servic,ADJ
great,ADJ
superior,ADJ
slightli,ADJ
big,ADJ
readi,ADJ
next,ADJ
morn,ADJ
overal,ADJ
main,ADJ
featur,ADJ
close,ADJ
huge,ADJ
good,ADJ
choic,ADJ
great,ADJ
clean,ADJ
good,ADJ
quick,ADJ
short,ADJ
cool,ADJ
citi,ADJ
close,ADJ
top,ADJ
recent,ADJ
tough,ADJ
great,ADJ
spend,ADJ
high,ADJ
best,ADJ
select,ADJ
great,ADJ
total,ADJ
pleasantli,ADJ
select,ADJ
goodi,ADJ
cheap,ADJ
whole,ADJ
keen,ADJ
extra,ADJ
foreign,ADJ
short,ADJ
twin,ADJ
much,ADJ
furnitur,ADJ
noisi,ADJ
choic,ADJ
good,ADJ
servic,ADJ
nice,ADJ
modern,ADJ
next,ADJ
last,ADJ
first,ADJ
sever,ADJ
good,ADJ
front,ADJ
uncertain,ADJ
good,ADJ
small,ADJ
perfectli,ADJ
safe,ADJ
mini,ADJ
decent,ADJ
select,ADJ
free,ADJ
full,ADJ
huge,ADJ
open,ADJ
loungebut,ADJ
free,ADJ
free,ADJ
free,ADJ
great,ADJ
better,ADJ
nice,ADJ
clean,ADJ
small,ADJ
nice,ADJ
underground,ADJ
free,ADJ
nice,ADJ
great,ADJ
close,ADJ
next,ADJ
great,ADJ
servic,ADJ
back,ADJ
final,ADJ
great,ADJ
great,ADJ
ideal,ADJ
round,ADJ
free,ADJ
hot,ADJ
basic,ADJ
basic,ADJ
nice,ADJ
good,ADJ
twin,ADJ
bigger,ADJ
superior,ADJ
nice,ADJ
modern,ADJ
clean,ADJ
good,ADJ
includ,ADJ
hot,ADJ
amp,ADJ
cold,ADJ
nice,ADJ
somewher,ADJ
nice,ADJ
coffe,ADJ
good,ADJ
top,ADJ
last,ADJ
easter,ADJ
quick,ADJ
cheaper,ADJ
direct,ADJ
full,ADJ
morn,ADJ
extra,ADJ
free,ADJ
main,ADJ
short,ADJ
third,ADJ
second,ADJ
next,ADJ
narrow,ADJ
advic,ADJ
narrow,ADJ
small,ADJ
ideal,ADJ
right,ADJ
small,ADJ
small,ADJ
cool,ADJ
excess,ADJ
local,ADJ
includ,ADJ
main,ADJ
small,ADJ
small,ADJ
tabl,ADJ
clear,ADJ
choic,ADJ
fresh,ADJ
hot,ADJ
due,ADJ
next,ADJ
hous,ADJ
knock,ADJ
hous,ADJ
free,ADJ
reliabl,ADJ
enough,ADJ
quiet,ADJ
huge,ADJ
servic,ADJ
fresh,ADJ
small,ADJ
next,ADJ
great,ADJ
best,ADJ
interior,ADJ
recent,ADJ
great,ADJ
long,ADJ
sure,ADJ
good,ADJ
perfect,ADJ
great,ADJ
eateri,ADJ
good,ADJ
larger,ADJ
tabl,ADJ
basic,ADJ
free,ADJ
overal,ADJ
good,ADJ
old,ADJ
dorchest,ADJ
mere,ADJ
whole,ADJ
kind,ADJ
servic,ADJ
formal,ADJ
clearli,ADJ
express,ADJ
gratitud,ADJ
anoth,ADJ
close,ADJ
historyanoth,ADJ
entir,ADJ
overal,ADJ
great,ADJ
first,ADJ
main,ADJ
somewher,ADJ
right,ADJ
want,ADJ
somewher,ADJ
clean,ADJ
first,ADJ
second,ADJ
sure,ADJ
second,ADJ
choic,ADJ
good,ADJ
nice,ADJ
good,ADJ
local,ADJ
citi,ADJ
pleasant,ADJ
extra,ADJ
clean,ADJ
instal,ADJ
perfect,ADJ
nice,ADJ
big,ADJ
bad,ADJ
old,ADJ
small,ADJ
best,ADJ
close,ADJ
moorgat,ADJ
seclud,ADJ
modern,ADJ
good,ADJ
standard,ADJ
nice,ADJ
junior,ADJ
experi,ADJ
big,ADJ
good,ADJ
qualiti,ADJ
good,ADJ
raw,ADJ
good,ADJ
free,ADJ
jellybean,ADJ
rememb,ADJ
ok,ADJ
great,ADJ
morn,ADJ
enough,ADJ
great,ADJ
great,ADJ
indian,ADJ
great,ADJ
free,ADJ
local,ADJ
great,ADJ
nice,ADJ
great,ADJ
least,ADJ
asian,ADJ
much,ADJ
countri,ADJ
hous,ADJ
actual,ADJ
much,ADJ
main,ADJ
probabl,ADJ
asian,ADJ
incred,ADJ
hard,ADJ
old,ADJ
bigger,ADJ
uncomfort,ADJ
probabl,ADJ
nice,ADJ
quiet,ADJ
good,ADJ
good,ADJ
first,ADJ
quiet,ADJ
better,ADJ
great,ADJ
good,ADJ
choic,ADJ
overal,ADJ
good,ADJ
overal,ADJ
experi,ADJ
second,ADJ
enough,ADJ
unsavoy,ADJ
small,ADJ
first,ADJ
rememb,ADJ
morn,ADJ
notic,ADJ
spare,ADJ
rememb,ADJ
major,ADJ
first,ADJ
overal,ADJ
great,ADJ
free,ADJ
wireless,ADJ
soft,ADJ
small,ADJ
utilitarian,ADJ
clean,ADJ
nois,ADJ
nois,ADJ
close,ADJ
cheapest,ADJ
nice,ADJ
clean,ADJ
great,ADJ
usual,ADJ
standard,ADJ
glutenfre,ADJ
casual,ADJ
basebal,ADJ
elderli,ADJ
hot,ADJ
nice,ADJ
great,ADJ
servic,ADJ
good,ADJ
due,ADJ
third,ADJ
incred,ADJ
nice,ADJ
english,ADJ
nice,ADJ
new,ADJ
good,ADJ
close,ADJ
underground,ADJ
goodg,ADJ
small,ADJ
british,ADJ
european,ADJ
smaller,ADJ
closer,ADJ
new,ADJ
usual,ADJ
cold,ADJ
front,ADJ
pleasant,ADJ
usual,ADJ
good,ADJ
sweet,ADJ
coffe,ADJ
summari,ADJ
overal,ADJ
sure,ADJ
final,ADJ
recent,ADJ
nice,ADJ
modern,ADJ
includ,ADJ
great,ADJ
huge,ADJ
select,ADJ
big,ADJ
new,ADJ
nice,ADJ
good,ADJ
neg,ADJ
put,ADJ
next,ADJ
major,ADJ
much,ADJ
modern,ADJ
central,ADJ
loud,ADJ
elev,ADJ
major,ADJ
good,ADJ
modern,ADJ
new,ADJ
underground,ADJ
free,ADJ
upgrad,ADJ
superior,ADJ
sweet,ADJ
huge,ADJ
flat,ADJ
free,ADJ
blue,ADJ
much,ADJ
great,ADJ
experi,ADJ
mondrian,ADJ
servic,ADJ
total,ADJ
solv,ADJ
slightli,ADJ
unfortun,ADJ
recent,ADJ
clean,ADJ
quick,ADJ
key,ADJ
enough,ADJ
great,ADJ
clean,ADJ
modern,ADJ
good,ADJ
choic,ADJ
clean,ADJ
arrang,ADJ
nice,ADJ
bottom,ADJ
good,ADJ
good,ADJ
pricey,ADJ
less,ADJ
central,ADJ
close,ADJ
previous,ADJ
close,ADJ
nice,ADJ
sit,ADJ
mini,ADJ
late,ADJ
good,ADJ
free,ADJ
free,ADJ
sure,ADJ
small,ADJ
good,ADJ
nice,ADJ
tabl,ADJ
sure,ADJ
new,ADJ
great,ADJ
consid,ADJ
recent,ADJ
superior,ADJ
standard,ADJ
superior,ADJ
free,ADJ
luxuri,ADJ
good,ADJ
worth,ADJ
sure,ADJ
great,ADJ
old,ADJ
nautic,ADJ
modern,ADJ
underst,ADJ
pink,ADJ
furnish,ADJ
good,ADJ
best,ADJ
featur,ADJ
right,ADJ
blackfriar,ADJ
clear,ADJ
close,ADJ
recept,ADJ
good,ADJ
servic,ADJ
brief,ADJ
nice,ADJ
enough,ADJ
swift,ADJ
great,ADJ
bad,ADJ
qualiti,ADJ
main,ADJ
public,ADJ
key,ADJ
entri,ADJ
old,ADJ
young,ADJ
good,ADJ
pure,ADJ
everi,ADJ
cleaner,ADJ
rare,ADJ
strong,ADJ
somewher,ADJ
central,ADJ
less,ADJ
great,ADJ
small,ADJ
good,ADJ
usual,ADJ
arrang,ADJ
turn,ADJ
fun,ADJ
nice,ADJ
good,ADJ
quick,ADJ
tripl,ADJ
basic,ADJ
good,ADJ
good,ADJ
advic,ADJ
blind,ADJ
last,ADJ
new,ADJ
sure,ADJ
full,ADJ
much,ADJ
